Step: 0 | epoch: 0 | loss: 3.6781535148620605 | lr: 9.99999999e-05
Step: 6100 | epoch: 13 | loss: 3.3744983673095703 | lr: 0.000984844760188778
Step: 6120 | epoch: 13 | loss: 3.3844971656799316 | lr: 0.0008838223701793952
Step: 6140 | epoch: 13 | loss: 3.4786176681518555 | lr: 0.0007067792524835737
Step: 6160 | epoch: 13 | loss: 3.4673757553100586 | lr: 0.0004887809678523133
Step: 6180 | epoch: 13 | loss: 3.5281405448913574 | lr: 0.0002730047501303489
Step: 6200 | epoch: 13 | loss: 3.500394344329834 | lr: 0.00010218772555915471
Step: 6220 | epoch: 13 | loss: 3.400510549545288 | lr: 1.0162300788386413e-05
Step: 6240 | epoch: 13 | loss: 3.478393077850342 | lr: 1.5155239811669878e-05
Step: 6260 | epoch: 13 | loss: 3.3872995376586914 | lr: 0.00011617762982109568
Step: 6280 | epoch: 13 | loss: 3.479814052581787 | lr: 0.000293220747516998
Step: 6300 | epoch: 13 | loss: 3.481579065322876 | lr: 0.0005112190321483552
Step: 6320 | epoch: 13 | loss: 3.4005980491638184 | lr: 0.0007269952498704116
Step: 6340 | epoch: 13 | loss: 3.4205291271209717 | lr: 0.0008978122744416815
Step: 6360 | epoch: 13 | loss: 3.4510040283203125 | lr: 0.0009898376992124912
Step: 6380 | epoch: 13 | loss: 3.536731243133545 | lr: 0.000984844760189212
Step: 6400 | epoch: 13 | loss: 3.4305436611175537 | lr: 0.0008838223701797881
Step: 6420 | epoch: 13 | loss: 3.464639186859131 | lr: 0.0007067792524838862
Step: 6440 | epoch: 13 | loss: 3.4540817737579346 | lr: 0.0004887809678525294
Step: 6460 | epoch: 13 | loss: 3.469895362854004 | lr: 0.00027300475013046645
Step: 6480 | epoch: 13 | loss: 3.43096923828125 | lr: 0.0001021877255592
Step: 6500 | epoch: 13 | loss: 3.425137758255005 | lr: 1.0162300788391629e-05
Step: 6520 | epoch: 13 | loss: 3.4816462993621826 | lr: 1.5155239811669876e-05
Step: 6540 | epoch: 13 | loss: 3.4426796436309814 | lr: 0.00011617762982109778
Step: 6560 | epoch: 13 | loss: 3.483405113220215 | lr: 0.00029322074751699786
Step: 6566 | epoch: 13 | time_per_epoch: 24.385969877243042 | train_acc: 0.07561008134417922 | avg_loss_per_ep: 3.4382682487146177
Step: 6580 | epoch: 14 | loss: 3.4487061500549316 | lr: 0.000511219032148351
Step: 6600 | epoch: 14 | loss: 3.4436421394348145 | lr: 0.0007269952498704139
Step: 6620 | epoch: 14 | loss: 3.431964874267578 | lr: 0.0008978122744416828
Step: 6640 | epoch: 14 | loss: 3.394204616546631 | lr: 0.0009898376992124908
Step: 6660 | epoch: 14 | loss: 3.4481446743011475 | lr: 0.0009848447601892125
Step: 6680 | epoch: 14 | loss: 3.4443795680999756 | lr: 0.0008838223701797849
Step: 6700 | epoch: 14 | loss: 3.4303808212280273 | lr: 0.0007067792524838854
Step: 6720 | epoch: 14 | loss: 3.4515013694763184 | lr: 0.0004887809678525289
Step: 6740 | epoch: 14 | loss: 3.3910040855407715 | lr: 0.00027300475013046933
Step: 6760 | epoch: 14 | loss: 3.3666138648986816 | lr: 0.00010218772555919991
Step: 6780 | epoch: 14 | loss: 3.4327611923217773 | lr: 1.0162300788391614e-05
Step: 6800 | epoch: 14 | loss: 3.410916805267334 | lr: 1.5155239811656449e-05
Step: 6820 | epoch: 14 | loss: 3.340640068054199 | lr: 0.00011617762982099523
Step: 6840 | epoch: 14 | loss: 3.463712692260742 | lr: 0.00029322074751673895
Step: 6860 | epoch: 14 | loss: 3.452274799346924 | lr: 0.0005112190321478998
Step: 6880 | epoch: 14 | loss: 3.458954095840454 | lr: 0.0007269952498697727
Step: 6900 | epoch: 14 | loss: 3.433030366897583 | lr: 0.0008978122744408913
Step: 6920 | epoch: 14 | loss: 3.4588065147399902 | lr: 0.0009898376992116186
Step: 6940 | epoch: 14 | loss: 3.418081760406494 | lr: 0.0009848447601883453
Step: 6960 | epoch: 14 | loss: 3.4344704151153564 | lr: 0.000883822370179007
Step: 6980 | epoch: 14 | loss: 3.43084716796875 | lr: 0.0007067792524832599
